User ID,Occupation (O*NET-SOC Title),Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Zip Code,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Work Description,Work Tasks,Work Tools,Work Processes,AI Envision,Recruitment Source
7383a601-2eb8-4a99-a95c-508619fc1b16,Financial Managers,Male,Black,86K-165K,45,Master’s Degree,6-10 years,Strongly agree,Strongly agree,Strongly agree,Strongly agree,75126,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Monthly,Monthly,Weekly,Daily,Weekly,Monthly,Weekly,"Well, I work in the finance department, insurance sector, and in particular, I work in a bank. I'm an employee, a manager, of course, with the role of supervisor of around 250 people, of course. My work entails a simple analysis of the statistical data in the finance department.  I'm the head of the finance department.",I evaluate the finance and how money is being spent in the organization. I give the total value of the cost and the amount needed to run the business and the company and to ensure how the company is liquid at every time and every point with the minimal of debts and we are in a liquid position at all times.,"I majorly use R software, I just put codes to ensure that it bring it in a good level of course to find the data of course and after I need the data I load I will find the basic ratios and which will help me to estimate how the finance is operated and what are the outliers and what are the exceptional cases which we need to compensate and maybe to make some of the clearings about.","Well, it really depends on the question you ask, of course, and a lot of time I spend in answering my third question, of course, where I used it. Now, I give a clear picture of the software I'm using, of course, I answered using R and I needed to elaborate it. Well, but you have to know that we have everything which we need in order and in place to estimate whatever amount that I was trying to say earlier in this picture.","All right, there is some of the code and of course when we're using the software we have to manipulate using the AI, of course we use the chat GPT sometimes to help us identify the codes which are necessary and the ones that will really run, of course not to have some of the missing values even to confirm our data set, if there are some of the missing values, the other values which repeat themselves, they identify very fast and they help us to solve a lot of time issues. Now we give a timely events and we give some of the best outcome.",Prolific
1c71c6c5-0b78-47df-a390-1e6de8fc57fc,Financial Quantitative Analysts,Male,White,86K-165K,49,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Never,Never,Daily,"Hi, so I'm an account manager and financial data analyst and have quite a few tasks daily that I perform, financial data analyses, client work, dealing with the accounting team, some IT work as well, some purchasing, I wear some quantitative analysis, I wear quite a few different hats actually.","When I first get to work, I read and respond to emails, deal with clients, scheduling. Then I'll go ahead and start on reports and analyzing the data for the day, and go to a meeting or two, perhaps presenting some of this data analysis, get some feedback, and then go and do some of my managing of my team members, check in with them, see if they need anything, and just continue on with my day there.","At least quite a few tools. Some tools that come to mind would be Power BI, use that quite a bit, Teams, Excel, some cloud tools, some proprietary tools as well, financial analysis, proprietary tools that our company created, also use QuickBooks, what else, I'm probably leaving out quite a few. We use quite a few tools throughout the day, FileZilla, Google Cloud, OneDrive, etc.","So, you know, for example, emails take quite a bit of time, and I'll read them and respond to them, usually using AI as well, chat GPT to help formulate responses, gather relevant info from the emails. And then the, you know, the financial data analysis, we'll hop into, you know, Power By and produce some reports and some visualization graphs, kind of analyze those and manipulate those to whatever is needed, and be able to present those and interpret the data from those. And then some client work, for example, you know, scheduling appointments, meeting with clients, and going over the individualized customized plans for each client.","So, currently we use ChatGPT quite a bit, Copilot a little bit as well, but mainly ChatGPT, and right now I'm using that mainly to gather relevant data from emails so that I can respond, and also helping me formulate responses and really save a lot of time on those responses, capturing the relevant info, and then, you know, responding to that in relevant ways, whether it's emails or letters, and ChatGPT has helped a lot with that process.",Prolific
16c57fc1-731f-4e45-8f00-e3fd0851f348,Freight Forwarders,Male,Black,30-60K,30,Bachelor’s Degree,6-10 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,Prefer not to answer,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Weekly,Never,Never,Never,Never,Never,"I manage the daily affairs of the goods in the company by attending to customers, writing out invoice and following up their package until it is delivered.","On a daily basis I interact with customers when they come to the office. I crosscheck their packages, weigh and issue an invoice. I also duly label each package and send to appropriate quarters. I also monitor these packages until they are delivered. 

",The major tool we use is Microsoft word to type out the Manifest of the goods.,The task that I spend the most time on is the crosschecking of the packages to ensure that there are no contrabands or illegal items hidden.,I envison using AI to scan and document the data of each customers instead of manually requesting for an ID to get their home address and contact address. ,WoM
39d11dd4-ecec-4914-b456-837b59a82a72,Fundraisers,Male,Asian American and Pacific Islander,30-60K,22,Bachelor’s Degree,Less than 1 year,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,Independent,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Weekly,Daily,Weekly,Monthly,Weekly,Never,Never,I'm one of the co-creators of alphaXiv which is an academic collaboration tool.,"My work is split between brainstorming product features, coding, as well as talking to users and advisors to plan out next steps.",#NAME?,"I wouldn't say there's a task that I spend the most time on, it feels more like several dozen tasks that time is equally split between. When it comes to the process of brainstorming and planning a feature it typically involves a lot of in-person discussion and collaboration.","AI has been really helpful coding features up quickly, especially quick features that are smaller in scope or things I need to do proof-of-concept for. I haven't really used AI for workflow/planning stuff quite yet.",WoM
567efce0-370c-43c6-8593-249097c81b04,Geographers,Male,Black,30-60K,26,Bachelor’s Degree,3-5 years,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,,"My work, I don't really do much, when I go to work, I'm the manager, so I work on some files, do a little bit of research, go through our yesterday's work and go through the normal work, go through some analyses and do a little bit of work.",,,"We normally use it in our day-to-day analysis, when we have some analysis to make, we use our AI, it's perfect, it does wonders, it predicts in a way we normally don't really think it will predict, that's why we normally use it, it predicts perfectly.",Prolific
163ff870-d8dc-4f01-b9f6-9be3498d9a9e,Geographic Information Systems Technologists and Technicians,Female,Asian American and Pacific Islander,60-86K,30,"Doctorate (e.g., PhD)",3-5 years,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,No political affliation,I use them regularly.,"Yes, I use them every week in my work.",Never,Monthly,Monthly,Weekly,Monthly,Never,Daily,Never,Never,"I go to work and do the data analysis, participant visits, and write papers and proposal, ","data collection, data analysis, paper and proposal writing , mentoring student ","ArcGIS pro, R, python, Google Earth Engine, ChatGPT, QGIS,","It actually depends on the deadline. For example, if the proposal deadline is approaching. I will read papers and type. if the data collection has been schedule, I will go to do the visit  is around 2 hours","AI helps with my coding for sure. The debug part of AI could be really helpful. Also, the grammar check when I was writing. Also, when I need to rapidly learn some knowledge, the AI could help!",WoM
e78f7c5a-c929-4757-aca3-918163a10c6c,Health Informatics Specialists,Male,White,30-60K,26,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Daily,Never,Monthly,Weekly,Never,Never,Never,"As a health informatics professional, my work involves managing and analyzing healthcare data to improve patients outcome and enhance operational efficiency. I work with electronic health records, data integration systems and health information technologies to ensure that the data is accurately collected, stored and shared among health providers. My other role also includes analyzing healthcare trends, supporting clinical decision making and those making sure that they conform to regulations like HIPAA. Ultimately, my goal is to leverage data to improve healthcare delivery and contribute evidence-based practices.","So in regards to this question, as a health informatics professional, I spent a significant amount of time managing and analysing health data. These include tasks like ensuring the accuracy and integrity of patient records, working with IT teams to integrate new health technologies and developing reports to assist decision making Additionally, I spent time staying updated on healthcare regulations and industry standards to ensure compliance. Another important part of my job is analysing trends in the health data to identify opportunities for improving patient care and operational efficiency.","In my role, I primarily use EHR systems like Epic and Cerner for managing patient data on a daily basis. Data analysis tools like Excel and Tableau help me analyze healthcare trends and create reports. For integration, I work with standards such as HL7 and FHIR to ensure system interoperability. Clinical decision support systems assist in making informed medical decisions based on patient data. Lastly, I use tools like Microsoft Teams and Slack for communication and collaboration with healthcare teams.","I manage patient data by reviewing and updating EHRs to ensure accuracy. For analyzing healthcare trends, I gather and clean data, then use tools like Excel or Tableau to identify patterns. To ensure system interoperability, I collaborate with IT teams to integrate health technologies and ensure compliance with HL7 and FHIR standards. Each task is essential for optimizing patient care and improving healthcare operations. These processes allow me to streamline workflows and enhance data-driven decision-making.","I envision using AI to streamline my daily workflow by automating routine tasks such as data entry and validation within EHR systems, allowing me to focus on more complex analysis. AI could help analyze large datasets more efficiently, identifying trends and anomalies that would take much longer to spot manually. It could also assist in clinical decision support by providing real-time, evidence-based recommendations based on patient data. Additionally, AI could improve system interoperability by automating data integration and ensuring seamless communication between different platforms. Overall, AI would enhance both efficiency and accuracy in my role.",Prolific
77539efa-10fb-4c02-9cf9-25d98edd7b6e,"Human Resources Assistants, Except Payroll and Timekeeping",Female,White,165K-209K,55,Master’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Strongly agree,21203,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Weekly,Never,Monthly,Weekly,Monthly,Weekly,Monthly,"Yeah, my day-to-day went well, it's going well, I'm up, I'm here, everything is just going well, so thank God for the gift of life, thank God for the vision, thank God for everything.","Yeah, as a HR, my job, I do, I make sure I employ people that are looking for a job. I'm also the manager, so I take care of activities going on in the company. I send reports to supervisors to make sure everything is okay.","Usually, we use some software and some app in our company and we use laptop and desktop to process some tags in my company.","For the three types I mostly pay focus on in my job is employing applicants, then I supervise my own department, then I send out a daily report to my supervisor.","Ya, how I develop AI, my tags, I use AI everyday, when I say everyday, I send email, I send a report to my supervisor, then I chat with the customer sometimes.",Prolific
1b4430e3-a952-4a85-8180-f4b402ec13d5,Human Resources Managers,Female,Black,60-86K,36,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,20103,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Daily,Daily,Weekly,Weekly,Weekly,Weekly,Never,"Yeah, so what I basically do day-to-day at work is to supervise work. I supervise my employee, listen to their complaints and reach out. I'm like a middleman between the complain and the employees and they report to me what they feel might be done, probably what they are going through in the company now. I feel that's what my day-to-day work looks like.","Yeah, I write reports. I write reports. I listen to employees complain and I answer.","Yeah, I feel the software for this survey is actually like a nice one, it's a one built like with a very high speed programming and the speed is very very okay and I actually look forward to like having more of this study, having more of this software, more of this tool.","Um, okay, the first thing I did was to read the instruction and after reading the instruction I, um, I clicked on the recording icon and then I recorded. After recording, um, I stopped recording and then I transcribed it. After transcribing, I moved to the next question.","I feel using AI for our daily workflow, we are trying to help a lot in like many ways and make our work more easier like this. I'm like speaking and then it's transcribing, typing instead of going to like the stress of typing, just talk and then get your work done.",Prolific
ea75677f-ef4f-450e-8686-37d6ecff4503,Industrial Ecologists,Prefer not to say,Black,165K-209K,55,Master’s Degree,More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Never,Daily,Never,Weekly,Never,Never,Never,Never,"""I study the flow of materials and energy through industrial systems to help make them more sustainable. My work involves analyzing how resources are used, identifying ways to reduce waste, and promoting circular economy practices—essentially helping industries operate more like natural ecosystems, where everything is reused and nothing goes to waste","I typically analyze material and energy flows in industrial processes, looking for ways to improve efficiency and reduce environmental impact. That can involve data collection, life cycle assessments, developing models to track resource use, and working with companies to design systems that reuse waste or integrate renewable resources. It's a mix of science, engineering, and sustainability strategy","Sure! The tools I use most frequently include:

Microsoft Excel / Google Sheets – For basic data analysis, tracking material flows, and quick modeling.

Life Cycle Assessment (LCA) software like SimaPro, OpenLCA, or GaBi – These help evaluate the environmental impacts of products or systems across their entire life cycle.","One task I spend a lot of time on is conducting a Life Cycle Assessment (LCA) for a product or process. Here’s how I usually approach it:

Goal and Scope Definition – I start by clearly defining what I’m assessing, the purpose of the study, and the system boundaries (e.g., cradle-to-grave or cradle-to-gate)","I see a lot of potential for AI to enhance my workflow, especially in areas like data analysis, pattern recognition, and scenario modeling. For example, AI could help automate parts of Life Cycle Assessment by quickly analyzing large datasets or identifying environmental hotspots across complex supply chains. It could also assist in predictive modeling—like forecasting resource demands or emissions under different policy scenarios.",WoM
9564b073-9f7a-4469-919c-ef8743d01112,Industrial Engineers,Male,White,30-60K,36,Bachelor’s Degree,3-5 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Take care of health safety environmental and quality in my company ,Monitoring the emissions of the power plants ,"Sap, Microsoft office, autocad",Comparing the air emissions of the power plants with the law’s limits ,I don’t know ,WoM
524d0d50-510f-4b2b-a2da-e8449c9f5740,Information Security Analysts,Male,White,30-60K,29,Master’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,27893,Republican,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Daily,Monthly,Daily,Weekly,Daily,Weekly,Daily,,"As an IT security analyst, my day typically involves monitoring systems for potential security threats, analyzing vulnerabilities, and ensuring that networks and data remain secure. I spend a good amount of time reviewing security alerts, conducting risk assessments, and implementing protective measures like firewalls and encryption. I work closely with teams to educate employees on best cybersecurity practices, and respond to any incidents that may arise, making sure everything stays protected.",,,"Well, the AI is becoming a valuable tool in my daily workflow by automating routine security monitoring and threat detection, allowing me to focus on more complex cybersecurity challenges. It can help analyze large volume of data quickly, identifying patterns and vulnerabilities that might otherwise go unnoticed. Additionally, AI Power Tools can enhance incident response by providing real-time insights and recommendations, making security measures more proactive and efficient.",Prolific
231576cd-4cc2-4dee-91cb-6bb0105d06db,Information Technology Project Managers,Male,White,60-86K,25,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,02155,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Weekly,Never,Weekly,Never,Never,Monthly,Never,Weekly,"Provide emergency management to health centers across my state. In addition I assist our legal team with project management, event coordination as well as content development. ","A majority of my time is spent on our emergency management program whether that be providing technical assistance, preparedness activities or responding to events. In addition, when new tasks are brought to me around using our company wide data dashboard I’m there to assist. ","We use asana, zoom, Microsoft 365 enterprise platforms, share point, as well as a variety of content development sites ranging from canva to constant contact. ","Technical assistance can involve many things in the healthcare emergency management field whether it be assisting in hazard identification, writing and editing emergency plans or exercise development. My workflow usually involves the use of checkboxes to ensure I hit each requirement depending on what activity I’m doing. ",,Prolific
93d802f4-3e70-4e92-92f6-005a1f52b157,Insurance Claims and Policy Processing Clerks,Male,Hispanic,60-86K,33,Bachelor’s Degree,3-5 years,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Weekly,Weekly,Monthly,Never,Never,Never,Never,Never,,"I answer emails in the morning, answer any texts from over the night, get any incoming leads, call them and text them and email them, and then usually any account management that comes with current customers, and then also reaching out to current customers about any potential products that they may be looking at.",,,"The easiest way I think AI would work in the day-to-day jobs would easily be sending out text on a daily basis to leads, resending out emails on a daily basis, sending out renewal notices, as well as sending out claims information, just basic housekeeping tasks that need to be done that could easily be done through something just checking a box.",Prolific
f53b480b-aa1e-4c3f-b66f-0d7ca2c87db1,Intelligence Analysts,Male,Black,60-86K,26,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,9001,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,"As an Intelligence Analyst in the Legal & Regulatory industry, my daily work typically involves gathering, analyzing, and interpreting data related to legal and regulatory matters. I research legal precedents, analyze regulatory changes, and identify trends that may impact organizations or stakeholders. I frequently work with legal documents, case studies, and regulatory frameworks, providing insights that guide decision-making. My work may include risk assessments, compliance analysis, and helping organizations understand the legal landscape to ensure they remain in compliance with laws and regulations","Data Collection and Research (40%)

Conducting thorough research on legal precedents, laws, and regulatory changes.

Gathering data from legal databases, government publications, and industry reports.

Monitoring relevant news and legal updates to stay informed about emerging trends.

Data Analysis and Interpretation (30%)

Analyzing the data collected to identify patterns, trends, and potential risks.

Assessing the impact of regulatory changes on organizations and legal outcomes.

Using statistical tools and legal frameworks to draw insights from the data.

Report Preparation and Presentation (15%)

Writing reports summarizing findings and providing recommendations for legal or regulatory compliance.

Presenting findings to stakeholders, including legal teams, executives, or regulatory bodies.

Creating visual aids, like charts or graphs, to illustrate trends or potential risks.

Risk Assessment and Strategy Development (10%)

Conducting risk assessments to evaluate potential legal liabilities or compliance issues.

Developing strategies to mitigate risks or ensure regulatory compliance for clients or organizations.

Collaborating with Legal Teams (5%)

Collaborating with legal teams to discuss findings and assist in legal case preparations.

Providing actionable insights that help legal teams in litigation or negotiations.","Legal Research Tools (High Frequency)
Westlaw / LexisNexis: These are comprehensive legal research databases that provide access to case law, statutes, regulations, and legal journals. You use these tools frequently to stay informed about legal precedents, case law, and regulatory updates.

PACER: A tool for accessing U.S. federal court records. It helps you gather documents related to ongoing or past cases.

2. Data Analysis Software (Moderate to High Frequency)
Microsoft Excel / Google Sheets: Used for organizing data, performing statistical analysis, and creating reports. Excel's advanced features (pivot tables, charts) are often helpful for analyzing trends and patterns in legal or regulatory data.

R / Python (with Pandas/NumPy): For more complex statistical analysis or data manipulation, especially when working with large datasets or conducting longitudinal studies.

SPSS / SAS: These statistical tools are used when deeper statistical modeling or advanced analyses (e.g., regression, risk analysis) are required.

3. Document Management & Collaboration Tools (Moderate Frequency)
Microsoft Word / Google Docs: These are essential for drafting reports, legal documents, and creating presentation materials. They are also used for collaborating with colleagues and stakeholders.

Microsoft PowerPoint / Google Slides: Used for preparing presentations of findings, often with charts and visuals, for sharing with stakeholders.

SharePoint / Dropbox: For document management and sharing reports or legal documents with colleagues or clients.

4. Risk Management & Compliance Software (Moderate Frequency)
DiligenceVault / Thomson Reuters Compliance Manager: Tools to assess and manage compliance risks, track regulatory changes, and assist with due diligence tasks. These are helpful when evaluating the legal risks for clients or organizations.

MetricStream: Used for enterprise risk management, helping you track compliance and regulatory risks across different legal domains.

5. Communication & Collaboration Tools (Frequent)
Slack / Microsoft Teams: Used for real-time communication and collaboration with colleagues, legal teams, and other stakeholders.

Zoom / Google Meet: For virtual meetings, especially when discussing findings or collaborating on legal strategies with team members.","Define the Scope of Research (Initial Stage)
Identify the Focus Area: First, I determine the scope of my research. For example, if I'm analyzing a specific legal case, I need to clarify the jurisdiction, key legal principles, and parties involved.

Set Research Questions: I break down what I need to answer or find out. For instance, am I looking for precedent on a particular legal principle or understanding how a regulatory change will impact an industry?

2. Gather Relevant Legal Documents and Data (Primary Research)
Access Legal Databases: I use Westlaw, LexisNexis, or PACER to gather case law, statutes, and regulatory updates related to my research topic. I conduct keyword searches to identify relevant legal precedents or regulations that might be crucial.

Example: If researching regulations around data privacy, I’d search for specific laws (e.g., GDPR or CCPA) or relevant court cases.

Check Government and Regulatory Websites: I monitor official government publications and websites such as govtrack.us, regulations.gov, or any country-specific legal portals to check for new regulations or amendments that impact my area of interest.

Review Reports from Legal Bodies: I often reference reports from regulatory bodies or legal think tanks to understand the broader context or trends.

Download or Bookmark Relevant Documents: I download or save PDFs and organize them for further analysis. I ensure to save URLs or citation information for proper referencing later.

3. Organize and Analyze Collected Data (Data Management & Initial Analysis)
Categorize and Organize Information: I use Microsoft Excel or Google Sheets to create a database for all the collected information. I categorize the documents based on type (e.g., court decisions, legislative texts, news articles, etc.).

Example: For a research on a case, I might categorize data based on jurisdiction, case parties, and legal issues.

Highlight Key Findings: As I review documents, I highlight key findings, legal precedents, or regulatory points using PDF tools or directly in my notes. I start linking concepts or legal principles to see how they connect.

Create Initial Notes or Summaries: In Microsoft Word or Google Docs, I make rough notes summarizing key points from the documents I’ve gathered. This helps me spot any patterns, significant legal arguments, or contradictions across sources.
","Automating Data Collection & Research
Legal Document Mining: AI could help automate the process of identifying and extracting relevant legal documents. For instance, AI tools could be used to perform deep searches through legal databases like Westlaw or LexisNexis for relevant case law, statutes, and regulations. With machine learning algorithms, AI could also identify patterns in case law, helping you find precedents that might otherwise be overlooked.

Natural Language Processing (NLP): AI could leverage NLP to extract key points, clauses, and legal terms from lengthy documents or court decisions, making it faster to identify essential information, such as legal precedents, rulings, and arguments.

2. Data Analysis and Synthesis
Automated Data Sorting: AI could help categorize and sort collected data by automating the organization of documents into categories like jurisdiction, case parties, legal issues, and dates. AI could also suggest related cases or regulations by comparing the content of new documents to existing databases.

Predictive Analytics: AI-powered tools could analyze case outcomes and legal trends to predict the likely direction of new cases. This could be especially useful for predicting how a court might rule on a similar case based on historical data.

Automated Summarization: AI could summarize long legal texts and documents, highlighting the key arguments, facts, and legal issues. This would save you time by providing an initial overview of cases and statutes, so you don't need to read through them in their entirety.",WoM
561d4f4d-025b-42f2-a3f5-5e569397850d,Investment Fund Managers,Male,Other,0-30K,18,Master’s Degree,Less than 1 year,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Never,Weekly,Weekly,Daily,Weekly,Never,"Looking for startup projects and communicating with entrepreneurs.








","75% is dedicated to sourcing high-quality startup projects and explaining related investment matters.
25% is spent on industry research to stay informed about developments in the technology sector.
",lark（飞书） wechat LinkedIn,"Communicate with others via Feishu, manage processes, conduct industry research and write reports, coordinate with entrepreneurs through WeChat, and expand professional network on LinkedIn.








","Ask him to help me create an industry research report and quickly get up to speed on key areas of knowledge.








",WoM
06144f58-b440-438e-9e79-342368734d65,Legal Secretaries and Administrative Assistants,Female,White,60-86K,31,Bachelor’s Degree,3-5 years,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,02134,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Monthly,Monthly,Monthly,Daily,Monthly,Monthly,Never,Never,Monthly,,"I am a paralegal at a law firm in the estate planning department and the tasks I spend the majority of my time on are drafting and sending out fee agreements and billing clients, opening and maintaining files, and working with our file management system, uploading documents, drafting estate plans, drafting documents such as health care proxies, powers of attorneys, wills, etc., trusts, just general admin-type work as well as doing some social media posting.",,,"The way that AI could probably help my daily work would be helping me figure out how to word, helping me draft, essentially, emails as well as documents, more or less just helping me figure out how to phrase things better, more succinctly and concisely. If there's some language I need to come up with for a document, I might type into the AI software what I want to say and it will help me phrase it in a more polished way. I think I would rely on it mostly for things like that, just perfecting language.",Prolific
79f2726e-68a2-459a-aeba-99fc271bcb84,Librarians and Media Collections Specialists,Male,White,60-86K,18,Bachelor’s Degree,3-5 years,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Daily,Daily,Weekly,Weekly,Monthly,Weekly,Daily,"* Assist Patrons: Answer questions, help find materials, provide tech help.
 * Circulate Materials: Check in/out, manage holds, handle overdue items.
 * Collection Development: Select, order, and manage library resources.
 * Catalog & Organize: Classify and arrange materials for easy access.
 * Maintain Collection: Shelve, repair, and remove items.
 * Plan Programs: Organize events for various age groups.
 * Technology Management: Maintain systems, assist with digital resources.
 * Administrative Tasks: Budgeting, reports, policy implementation.
 * Community Engagement: Outreach and building partnerships.
","* Assist Patrons: Answer questions, help find materials, provide tech help.
 * Circulate Materials: Check in/out, manage holds, handle overdue items.
 * Collection Development: Select, order, and manage library resources.
 * Catalog & Organize: Classify and arrange materials for easy access.
 * Maintain Collection: Shelve, repair, and remove items.
 * Plan Programs: Organize events for various age groups.
 * Technology Management: Maintain systems, assist with digital resources.
 * Administrative Tasks: Budgeting, reports, policy implementation.
 * Community Engagement: Outreach and building partnerships.","* ILS (Integrated Library System): Core software managing cataloging (record creation), circulation (borrowing/lending), acquisitions (ordering), serials (journals), and the OPAC (user search interface). Examples: Koha, FOLIO, Alma.
 * Discovery Layers: Enhanced search interfaces overlaying the OPAC, providing broader resource discovery and improved user experience. Examples: EBSCO Discovery Service, Summon.
 * Digital Library Software/IRs: Platforms for managing and providing access to digital collections (documents, media). Examples: DSpace, Fedora.
 * ERM (Electronic Resource Management): Systems tracking e-resource licenses, access, and usage statistics.
 * Reference Management Software: Tools for organizing research, creating citations and bibliographies (used by librarians and patrons). Examples: Zotero, Mendeley.
 * ILL Management Systems: Facilitate interlibrary loan requests between libraries. Example: OCLC WorldShare ILL.
","Assisting Patrons (Reference):
 * Greet & understand the need.
 * Clarify the research question.
 * Identify relevant resources.
 * Guide to resources & search strategies.
 * Help evaluate results & offer further aid.
Checking Out Materials (Circulation):
 * Identify patron (library card).
 * Scan items.
 * Review items & due dates.
 * Process checkout in system.
Cataloging a New Book:
 * Identify the book.
 * Search for existing records.
 * Create/adapt bibliographic record (title, author, etc.).
 * Assign subject headings & classification number.
 * Create item record (barcode, location).
 * Review and add to shelves.","* Smarter Searching: AI for natural language queries and better results.
 * Personalized Recommendations: AI suggesting relevant resources to users.
 * Automated Cataloging: AI assisting with subject tagging and classification.
 * Content Summarization: AI providing quick summaries of materials.
 * Catalog Cleanup: AI identifying and correcting errors in records.
 * Chatbots for Basic Help: AI answering common questions.
 * Streamlined ILL: AI aiding in interlibrary loan processes.
 * Efficient Inventory: AI helping track and locate materials.
 * Virtual Reference: More advanced AI for research guidance.
 * Personalized Learning: AI creating custom learning paths.",WoM
